;text;label
144;A Florida two-year-old is in critical condition after he shot himself in the face Monday night while playing with his  responsible  gun-owning.;0.0
145;BERLIN (Reuters) - There will never again be a border dividing Northern Ireland and the republic, a British minister said days before a summit at.;0.0
146;(Reuters) - A Kansas judge extended voting rights through the Nov. 8 election of about 17,500 people who registered to vote at motor vehicle.;0.0
147;LONDON (Reuters) - U.S. President Donald Trump has re-tweeted anti-Islam videos originally posted by Jayda Fransen, a leader of a far-right British.;0.0
148;Dear America, I would like to apologize on behalf of Britain for the awful political commentators that have migrated from our shores to yours. First.;0.0
149;Donald Trump has made a lot of offensive statements over the years, and Hillary Clinton is using them against him in a series of short video clips.;0.0
150;SAN FRANCISCO/WASHINGTON (Reuters) - President Donald Trump suffered another legal setback on Monday as a second federal appeals court refused to.;0.0
151;PHNOM PENH (Reuters) - Cambodian Prime Minister Hun Sen encouraged the United States and European Union on Friday to freeze the assets of Cambodian.;0.0
152;WASHINGTON (Reuters) - Democrat Hillary Clintons unexpected defeat in Michigan has laid bare growing voter anger over international trade, raising.;0.0
153;rt october   the number of wild animals on earth could fall by more than twothirds in the  years to  according to a new report which places the.;0.0
154;DOHA (Reuters) - Qatar has agreed to strengthen counter-terrorism cooperation with the United States to crack down on illicit financing of militant.;0.0
155;what is going on with wikileaks  tweet wikileaks director and founder of the centre for investigative journalism gavin macfadyen has died at age.;0.0
156;BERLIN (Reuters) - Germany s Social Democrats (SPD) leader Martin Schulz wants Chancellor Angela Merkel s conservatives to leave the powerful.;0.0
157;;0.0
158;WASHINGTON (Reuters) - Roadside apartments, industrial lots and a trailer park in New Jersey counted among the sources of wealth for Jared Kushner,.;0.0
159;By now most of us know that anytime a member of the Trump campaign gets confronted about one of their leader s disgusting policies, it does not go.;0.0
160;WASHINGTON (Reuters) - The website of the U.S. Environmental Protection Agency, EPA.gov, is getting a makeover to reflect the views of President.;0.0
161;BRASILIA/SAO PAULO (Reuters) - Brazil s top prosecutor asked the country s Supreme Court late on Friday to approve the arrest of billionaire Joesley.;0.0
162;WASHINGTON (Reuters) - U.S. Republican President-elect Donald Trump has turned to his long-time companys top lawyer to serve as a special negotiator.;0.0
163;President Trump is not giving ABC News a pass for their fake news story about Michael Flynn and his meeting with Russian Ambassador Sergey Kislyak.;0.0
164;While team Trump is making light of the damage done by former FBI Director James Comey s highly anticipated testimony on Thursday, the public knows.;0.0
165;DUBAI (Reuters) - Bahrain said on Wednesday a bomb attack on a police bus which killed an officer and wounded nine last month was carried out by a.;0.0
166;Sean Hannity was on fire with his opening comments on the Clinton-Uranium One deal bombshell last night. He ripped the Clintons and called on Trump.;0.0
167;KOBANI, Syria (Reuters) - Islamic State fighters in the Syrian city of Raqqa are expected to fight to the death, but some local militants have.;0.0
168;BEIRUT (Reuters) - The Syrian Observatory for Human Rights said on Friday that Islamic State has taken back control of half of the Syrian town of.;0.0
169;Wow! What a nice family A man s parents flew out to Florida from their native India to help their son beat his wife for being disobedient, police.;0.0
170;go to article rafael salamancas interview on tucker carlson tonight was a major throw down of epic proportions reality hit this councilman and he.;0.0
171;Wow just wow! This is what happens when political candidates divide nations by color to secure minority voting blocks, while White people are shamed.;0.0
172;CLEVELAND (Reuters) - The city of Cleveland and the American Civil Liberties Union on Friday settled a federal lawsuit over free speech limits.;0.0
173;Well, sad to say, it s a sure chance the next president of our beloved United States of America is going to be Donald Trump. It s disappointing to.;0.0
174;WASHINGTON (Reuters) - The House of Representatives Ethics Committee said on Wednesday it had opened an investigation into Democratic congresswoman.;0.0
175;Hillary Clinton continued her overseas trashing of our president with her latest claim that former President Bush said some rude things about the.;0.0
176;WASHINGTON (Reuters) - U.S. President Donald Trump on Thursday agreed to expand the use of disaster aid to help rebuild Puerto Rico s power grid and.;0.0
177;WASHINGTON (Reuters) - Four U.S. Republican senators have not yet said whether they will support labor secretary nominee Andrew Puzder, raising.;0.0
178;Backwards logic: Since muslims won t integrate, then we must segregate or something like that.A British theme park is the latest organization to.;0.0
179;21st Century Wire says Amid the tossing and turning of media hit pieces and partisan mud slinging in advance of the US presidential vote in.;0.0
180;Donald Trump thinks African-Americans are worse off now than they have ever been, and President Obama just took him to the woodshed for it.During a.;0.0
181;First hand account of a crazy liberal attacking a danish guy for being a Trump supporter: An American woman wanted to sit at my table. I was wearing.;0.0
182;A member of the Idaho House of Representatives has been punished for making absolutely offensive accusations against every female lawmaker.After.;0.0
183;ASTANA (Reuters) - Syria s U.N. ambassador, Bashar al-Jaafari, said on Friday that U.S. and Turkish troops should leave Syria immediately. He made.;0.0
184;Lots of confusing reports on this but we have the latest info. that s telling us more details.Iranian patrol vessels fired warning shots across the.;0.0
185;BERLIN (Reuters) - Germans see U.S. President Donald Trump as a bigger challenge for German foreign policy than authoritarian leaders in North.;0.0
186;WASHINGTON - Democratic presidential front-runner Hillary Clinton rebuked Senate Republicans on Monday for denying a hearing to U.S. Supreme Court.;0.0
187;(Reuters) - U.S. allies expressed support on Friday for Washingtons missile strikes on Syria, calling them a proportionate response to Syrian forces.;0.0
188;Photo: Henry Lowendorf21st Century Wire says In case you ve missed it, the following is the video of a UN session featuring the US Peace Council who.;0.0
189;America keeps waiting for word that Hillary will be indicted. Is Obama waiting for the right moment or will the FBI be allowed to do their job and.;0.0
190;"Fox News blowhard Bill O Reilly really doesn t want the future to give us a President Bernie Sanders. That s no surprise; after all, O Reilly is.";0.0
191;PARIS (Reuters) - French President Emmanuel Macron laid out his vision for reform of the European Union on Tuesday, detailing a desire for a major.;0.0
192;PARIS (Reuters) - Cambodia s Prime Minister Hun Sen will be driven from power like President Mugabe in Zimbabwe, veteran opposition chief Sam Rainsy.;0.0
193;MOSCOW (Reuters) - The decision to scale back British-Russian dialogue was a groundless and untimely decision by London, Russian Foreign Ministry.;0.0
194;It wasn t even a month ago that a company run by the family of Jared Kushner, son-in-law of President Donald Trump, were conducting a presentation.;0.0
195;No threats of beheadings have been made yet  oh wait those types of threats only come from the  religion of peace  There won t be any criticisms of.;0.0
196;LONDON (Reuters) - President Donald Trumps review of post-crisis banking rules could sound the death knell for new global standards now being.;0.0
197;BERLIN (Reuters) - German Chancellor Angela Merkel told a newspaper she was looking forward to meeting U.S. President Donald Trump in Washington on.;0.0
198;WASHINGTON (Reuters) - Phyllis Schlafly, who became a “founding mother” of the modern U.S. conservative movement by battling feminists in the 1970s.;0.0
199;(Reuters) - The local Republican Party headquarters in Orange County, North Carolina, was struck overnight with a flammable material thrown through.;0.0
200;The road to full equality for women has been long and it s been arduous, and we re still not there. Women are still not paid equal amounts to men.;0.0
201;OMG. Why do these two gems of social media not have their own TV show? They are comedy genius #rockstars! @DiamondandSilk #ComedyPlatinum.;0.0
202;Saturday morning, Trump was going through his usual routine of drinking six quarts of Red Bull while wistfully flipping through his Ivanka photo.;0.0
203;If you have not yet heard, another Nazi got  punched.  Noted racist and anti-Semitic conservative radio host Michael Savage was leaving a San.;0.0
204;When Kim Davis made her way  back on the street  after doing her time and taking her chances, then-presidential candidate Mike Huckabee triumphantly.;0.0
205;Russiagate. First it was Russian hacking our election,  then it was  Russian interference,  then it was  Russian collusion,  then it was  Russian.;0.0
206;WASHINGTON (Reuters) - Billionaires Charles and David Koch, the Republican brothers who are a driving force behind conservative politics and.;0.0
207;college forces mandatory microaggression sessions on faculty after prof accuses student of plagiarism november   college is now a politically.;0.0
208;WASHINGTON (Reuters) - Sweeping tax code changes aimed at keeping U.S. companies from shifting profits offshore to avoid taxes will not affect the.;0.0
209;WASHINGTON (Reuters) - U.S. President-elect Donald Trump on Tuesday pressured fellow Republicans working to repeal Obamacare in Congress to pass a.;0.0
210;NEW YORK (Reuters) - Billionaire activist investor Carl Icahn said on CNBC on Tuesday that Donald Trump is “right on about the economy” and said.;0.0
211;LONDON (Reuters) - Britain said on Tuesday it had summoned the Chinese ambassador in recent days to express its concern that a British rights.;0.0
212;NEW YORK (Reuters) - Weak recent inflation readings are a worry and suggest the Federal Reserve will make only “uneven” and slow progress toward its.;0.0
213;So we disrespect the flag in class now? Whether this teacher tried to get this child to stand is one thing another thing is the fact that children.;0.0
214;21st Century Wire says If you ve been following the events outside of Burns, Oregon, you ll have seen 99% of the news coverage has been about the.;0.0
215;Saturday s GOP debate got off to a hilarious start as candidates Ben Carson and Donald Trump both failed to appear on stage after their names were.;0.0
216;Last week, after the news about Hollywood kingpin Harvey Weinstein being hit with multiple accusations of sexual harassment, Donald Trump Jr., asked.;0.0
217;LONDON (Reuters) - British Prime Minister Theresa May wants to draw a line under allegations of misconduct against one of her junior ministers, Mark.;0.0
218;This was Rachel Maddow s Geraldo Rivera moment. On Tuesday night the shrill MSNBC host baited audiences with an extended monologue, where she could.;0.0
219;VATICAN CITY (Reuters) - Pope Francis used his Christmas message on Monday to call for a negotiated two-state solution to end the.;0.0
220;BEIRUT (Reuters) - Lebanon s Hezbollah group dismissed multi-million-dollar rewards offered by the United States for the arrest of two of its senior.;0.0
221;LONDON (Reuters) - The United States government takes full responsibility for leaks of the British police investigation into Mondays deadly bomb.;0.0
222;Wow these are some pretty eye-opening statistics Republican presidential candidate Donald Trump has made illegal immigration a cornerstone of his.;0.0
223;why time magazines joe klein is so wrong about hillary clinton rebutting the absurd claims of my namesake november   joseph klein time magazines joe.;0.0
224;BEIJING/TAIPEI (Reuters) - China accused the United States on Thursday of interfering in its internal affairs and said it had lodged a complaint.;0.0
225;BEIRUT (Reuters) - The Syrian Observatory for Human Rights war monitoring group said on Monday that air strikes on a market had killed at least 29.;0.0
226;For a week now, the world has been up in arms about Trump accusing former President Obama of wiretapping his tower to spy on his White House.;0.0
227;NEW YORK (Reuters) - Hillary Clinton, who until recently had avoided the spotlight in the wake of her election defeat in November, made a surprise.;0.0
228;Christian cake baker Jack Phillips gained national infamy when he violated Colorado s non-discrimination law by refusing to bake a cake for a gay.;0.0
229;BRUSSELS (Reuters) - Germany s entry alongside France into a battle between the European Commission and Poland over the rule of law increases the.;0.0
230;daisy luther according to a report in the new yorker james comey  big kahuna of the fbi went fullon cowboy in releasing details of the new clinton.;0.0
231;COPENHAGEN (Reuters) - The populist Danish People s Party (DF), upon whose support the minority government depends to pass laws, gave its backing on.;0.0
232;BRUSSELS (Reuters) - Britain s Chancellor of the Exchequer Philip Hammond said on Tuesday he was confident the EU and Britain could reach a Brexit.;0.0
233;CHICAGO (Reuters) - A fiscal 2018 budget unveiled on Friday by the Chicago Public Schools (CPS) depends on nearly $570 million in new money from the.;0.0
234;PRAGUE (Reuters) - Czech Foreign Minister Lubomir Zaoralek suffered a light head injury when his chauffeur-driven car was involved in a traffic.;0.0
235;WEST PALM BEACH, Fla (Reuters) - President Donald Trump said on Thursday he believes he will be fairly treated in a special counsel investigation.;0.0
236;PARIS (Reuters) - A large majority of people in France believe President Emmanuel Macron s tax policies favor the rich, a poll showed on Thursday,.;0.0
237;WASHINGTON (Reuters) - Donald Trumps foreign policy proposals would make the world a less stable place, former Secretary of State James Baker told a.;0.0
